"dataset","dataset_size","model_id","eps_targeted","delta","bs","epochs","lr","C","sampling_rate","sigma","trainable_parameters","training_loss","training_accuracy","test_loss","test_accuracy"
"IMDB",25000,"SimpleLSTM",7.5,1e-05,18160,90,5.40938350087247,0.915625184039618,0.7264,4.3408203125,244514,0.687075227441636,0.511991657977059,0.692147041594982,0.5232
"IMDB",25000,"SimpleLSTM",7.5,1e-05,20096,65,6.79550313348654,7.13054140334191,0.80384,3.7158203125,244514,85.5768416438804,0.497045463681312,147.729419081421,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,21040,185,1.50385107215389,5.32336216179968,0.8416,6.162109375,244514,0.677976118612622,0.584845463609172,0.688751464662552,0.55484
"IMDB",25000,"SimpleLSTM",7.5,1e-05,17632,125,0.358145121346516,5.30327884942575,0.70528,5.087890625,244514,0.691373931695365,0.517914914267227,0.687668428733349,0.57004
"IMDB",25000,"SimpleLSTM",7.5,1e-05,8800,350,1.57785874307049,5.58602256862039,0.352,6.904296875,244514,0.696282454058275,0.488417683536707,0.687922374868393,0.56588
"IMDB",25000,"SimpleLSTM",7.5,1e-05,19280,235,8.51970771552335,7.6550106199252,0.7712,6.93359375,244514,130.860533212312,0.422025723472669,44.2829011872864,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,6704,460,7.36578390246792,6.69636104691865,0.26816,6.85546875,244514,60.2626958165697,0.592855140374064,102.134591973877,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,14128,265,4.81220518238115,6.0754604067868,0.56512,7.353515625,244514,50.6379385503713,0.500560358629523,19.8400192595673,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,3136,170,5.20609606965347,3.36081490847175,0.12544,3.0322265625,244514,23.1515898088692,0.516976426100249,11.9044304560089,0.51588
"IMDB",25000,"SimpleLSTM",7.5,1e-05,15824,500,7.13871189215933,7.60334767767815,0.63296,10.068359375,244514,94.5089825234736,0.497904944331378,49.0829832798767,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,6768,205,2.72237957956396,1.08852408158556,0.27072,4.6240234375,244514,0.539964644503468,0.804462361299593,0.538963069249392,0.8024
"IMDB",25000,"SimpleLSTM",7.5,1e-05,4608,380,6.84499215858865,4.66287417372058,0.18432,5.1171875,244514,37.9827026801254,0.494338713562997,0.79948872875452,0.506
"IMDB",25000,"SimpleLSTM",7.5,1e-05,22864,220,8.57645021899407,5.19796253739186,0.91456,6.708984375,244514,148.761015294544,0.499303038751045,84.9556133197022,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,11504,470,0.0339836551848005,8.09825521514157,0.46016,7.98828125,244514,0.6821129031611,0.574101526503466,0.680924717476368,0.58516
"IMDB",25000,"SimpleLSTM",7.5,1e-05,12848,40,6.12281680371168,0.300048531809601,0.51392,2.96142578125,244514,0.837148514827504,0.603495161161321,0.67474563627243,0.61904
"IMDB",25000,"SimpleLSTM",7.5,1e-05,24064,285,5.13708340436998,9.35343241929521,0.96256,7.6220703125,244514,82.8407208998041,0.500199346144646,48.585045144043,0.5
"IMDB",25000,"SimpleLSTM",7.5,1e-05,8992,215,2.39270963278403,2.90288110364768,0.35968,5.439453125,244514,0.67889255421171,0.604640038268357,0.68814737036705,0.56776
"IMDB",25000,"SimpleLSTM",7.5,1e-05,12128,195,2.09815891789427,3.36106139966614,0.48512,5.1904296875,244514,0.692174259170896,0.516991643454039,0.692771560442448,0.52192
"IMDB",25000,"SimpleLSTM",7.5,1e-05,4192,360,2.75629380914259,3.28948995664934,0.16768,4.9853515625,244514,0.728238450939441,0.503456591639871,0.683265285744667,0.58
