"dataset","dataset_size","model_id","eps_targeted","delta","bs","epochs","lr","C","sampling_rate","sigma","trainable_parameters","training_loss","training_accuracy","test_loss","test_accuracy"
"CIFAR-100",50000,"D121",7.5,1e-05,27488,440,4.66741454907887,3.57585431645013,0.54976,9.453125,7056356,3.75377964692957,0.146086537178974,3.69001739300214,0.152902675368673
"CIFAR-100",50000,"D121",7.5,1e-05,26816,395,9.9249522452731,1.51398204133282,0.53632,8.955078125,7056356,3.72079695059632,0.144023945850275,3.69707889281786,0.1532996836389
"CIFAR-100",50000,"D121",7.5,1e-05,27152,285,2.5925772421582,4.55647778513126,0.54304,7.6220703125,7056356,3.68876180745134,0.144792712179559,3.70006055831909,0.1465
"CIFAR-100",50000,"D121",7.5,1e-05,8048,230,1.04208296597821,9.3145862053422,0.16096,3.7255859375,7056356,3.57411402787349,0.1823235360156,3.43802430996528,0.198778683206453
"CIFAR-100",50000,"D121",7.5,1e-05,43792,330,8.05720210050749,8.31985660166216,0.87584,8.193359375,7056356,4.60898173324705,0.0127050396173006,4.61054591949169,0.0148994868473495
"CIFAR-100",50000,"D121",7.5,1e-05,14880,460,9.47716323404282,3.59367166394422,0.2976,6.85546875,7056356,4.42148349761963,0.0250225324077364,4.40094902515411,0.0281
"CIFAR-100",50000,"D121",7.5,1e-05,42304,45,5.36530962549963,6.83552541744215,0.84608,3.12744140625,7056356,4.57346386255002,0.0173752577954259,4.5639691903041,0.0235013327022718
"CIFAR-100",50000,"D121",7.5,1e-05,43456,120,9.92417906110566,8.4009585847275,0.86912,4.990234375,7056356,4.582044174699,0.0123017879411752,4.56914788026076,0.0197014705393915
"CIFAR-100",50000,"D121",7.5,1e-05,38176,460,9.54375512333525,5.31466635466497,0.76352,9.658203125,7056356,4.60509439757826,0.016591349679033,4.59561242507054,0.0175005397236615
"CIFAR-100",50000,"D121",7.5,1e-05,33552,175,9.31556244330195,2.08428425644543,0.67104,5.99609375,7056356,3.65520628667345,0.152693385046326,3.63329932781366,0.159796607214029
"CIFAR-100",50000,"D121",7.5,1e-05,10352,120,6.87442974359529,9.09469829839949,0.20704,3.22021484375,7056356,4.60661816689755,0.0115755749365563,4.60631716251373,0.019298753653514
"CIFAR-100",50000,"D121",7.5,1e-05,48080,195,7.25147664629263,2.85726780152693,0.9616,6.3232421875,7056356,3.57576780608206,0.165044402803627,3.58837637901306,0.1648
"CIFAR-100",50000,"D121",7.5,1e-05,12272,35,5.27935576947598,6.86029507833308,0.24544,1.87255859375,7056356,4.47842605039477,0.0255326374518299,4.37554748241718,0.0364022851069483
